animal_id;name;breed;species;age;gender;sos;image_url;shelter
114250;YOKO(Réservée);Croisé / Autre, Labrador (retriever);Chien;junior;female;false;https://www.la-spa.fr/app/app/uploads/animals/114250/yokoreservee-114250-65db693a277fd.jpg;La SPA - Refuge du Cotentin – Cherbourg
142492;Bougnette;Berger belge Malinois;Chien;adult;female;true;https://www.la-spa.fr/app/app/uploads/animals/142492/bougnette-142492-673a0494a1e2e.jpg;La SPA - Refuge de Flayosc – Draguignan
146070;NIKITA;Dogue argentin;Chien;adult;female;true;https://www.la-spa.fr/app/app/uploads/animals/146070/nikita-146070-67433299d60bc.jpg;La SPA - Refuge de Laon – Des Prés de Longuevalle
142577;CHAMALLOW VAA24425;Dogue;Chien;junior;male;false;https://www.la-spa.fr/app/app/uploads/animals/142577/chamallow-vaa24425-142577-67223a9550e7b.jpg;La SPA - Refuge de Vaux-Le-Penil
140613;IMPACT;American staffordshire;Chien;senior;male;true;https://www.la-spa.fr/app/app/uploads/animals/140613/impact-140613-6734a001ee94a.jpg;La SPA - Refuge de Pornic – Saint-Père en Retz
137320;Aviron;Croisé / Autre, Jack Russel terrier;Chien;senior;male;true;https://www.la-spa.fr/app/app/uploads/animals/137320/aviron-137320-673e0217da34f.jpg;La SPA - Refuge de Châteaubourg
53873;TZAR;X Terrier;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/53873/tzar-53873-6634f0138caa3.jpg;La SPA - Refuge d'Arry – Gerhard Cramer
143785;TAISIA;Croisé / Autre, Dogue;Chien;senior;female;true;https://www.la-spa.fr/app/app/uploads/animals/143785/taisia-143785-674a27333bb71.jpg;La SPA - Refuge de Rennes
143900;NEIKO;Berger allemand;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/143900/neiko-143900-672e396e7ff8e.jpg;La SPA - Refuge d'Arry – Gerhard Cramer
143554;RIDER;Cane Corso;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/143554/rider-143554-6735d32dbe48b.jpg;La SPA - Refuge de Le Garric – Albi
145019;Smoke;Berger Hollandais;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/145019/smoke-145019-6739ca34c8a1e.jpg;La SPA - Refuge de Flayosc – Draguignan
97792;roy;Croisé / Autre, American staffordshire;Chien;junior;male;false;https://www.la-spa.fr/app/uploads/animals/97792/roy-97792-65b54341189ed.jpg;La SPA - Refuge de Cholet – De l'Espérance
140820;ROXIE;Dogue argentin;Chien;adult;female;false;https://www.la-spa.fr/app/app/uploads/animals/140820/roxie-140820-671b1d47c103d.jpg;La SPA - Refuge de Torreilles – Le Jardin de La Padrine
141560;TEQUILA;Croisé / Autre, Dogue;Chien;junior;female;false;https://www.la-spa.fr/app/app/uploads/animals/141560/tequila-141560-6718e54648d72.jpg;La SPA - Refuge de Laon – Des Prés de Longuevalle
145477;Baxter (Bastia);Croisé / Autre, Montagne des Pyrénées;Chien;junior;male;false;https://www.la-spa.fr/app/app/uploads/animals/145477/baxter-bastia-145477-673dffeb1bc59.jpg;La SPA - Maison SPA d’Ajaccio
143605;SHADOW;StaffordShire bull terrier;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/143605/shadow-143605-674ac88f53a1a.jpg;La SPA - Refuge de Torreilles – Le Jardin de La Padrine
140995;Arthurus;Berger allemand;Chien;senior;male;true;https://www.la-spa.fr/app/app/uploads/animals/140995/arthurus-140995-671b4fff590b9.jpg;La SPA - Refuge de Flayosc – Draguignan
138734;Dodge PAA22461;Croisé / Autre, Border Collie;Chien;junior;male;false;https://www.la-spa.fr/app/app/uploads/animals/138734/dodge-paa22461-138734-671b8192952ed.jpg;La SPA - Refuge de Plaisir
138936;Jenpol;Croisé / Autre, Berger de Beauce;Chien;junior;male;false;https://www.la-spa.fr/app/app/uploads/animals/138936/jenpol-138936-673f44e293dbd.jpg;La SPA - Refuge de Golfech – Des Deux Rives
134642;DAYAN OAA19483;Croisé / Autre, Labrador (retriever), Dogue;Chien;adult;male;false;https://www.la-spa.fr/app/app/uploads/animals/134642/dayan-oaa19483-134642-66d03075ee682.jpg;La SPA - Refuge d'Orgeval
133190;IRIS;Croisé / Autre, Berger, Shar pei;Chien;junior;female;false;https://www.la-spa.fr/app/app/uploads/animals/133190/iris-133190-66f5850e5ad7b.jpg;La SPA - Refuge de Luynes – Tours
